,,,,,Playing Time,,,Performance,,,,,,,Per 90 Minutes,,,,,
Country,Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Spain,Marcos Llorente,"DF,MF",27,6,4,397,4.4,0,2,0,0,0,0,0,0,0.45,0.45,0,0.45,Matches
Spain,Jordi Alba,DF,32,4,4,360,4,0,4,0,0,0,1,0,0,1,1,0,1,Matches
Spain,Carlos Soler,MF,25,4,4,303,3.4,2,0,2,0,0,0,0,0.59,0,0.59,0.59,0.59,Matches
Spain,Iñigo Martínez,DF,30,5,3,358,4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Spain,Dani Olmo,"FW,MF",23,5,3,311,3.5,2,1,2,0,0,0,0,0.58,0.29,0.87,0.58,0.87,Matches
Spain,César Azpilicueta,DF,32,5,3,305,3.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Rodri,MF,25,6,3,287,3.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,José Luis Gayà,DF,26,3,3,253,2.8,1,0,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
Spain,Pablo Sarabia,FW,29,5,3,239,2.7,2,0,1,1,1,1,0,0.75,0,0.75,0.38,0.38,Matches
Spain,Pedri,MF,19,3,2,184,2,0,1,0,0,0,0,0,0,0.49,0.49,0,0.49,Matches
Spain,Gavi Paez,MF,17,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Raúl de Tomás,FW,27,2,2,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Pablo Fornals,FW,25,3,1,114,1.3,1,1,1,0,0,0,0,0.79,0.79,1.58,0.79,1.58,Matches
Spain,Dani Carvajal,DF,30,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Spain,Abel Ruiz,FW,22,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Pau Torres,DF,25,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Gerard Moreno,FW,29,2,1,86,1,1,0,1,0,0,0,0,1.05,0,1.05,1.05,1.05,Matches
Spain,Sergio Reguilón,DF,25,1,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Fabián Ruiz Peña,MF,25,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Bryan,FW,20,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Sergio Canales,FW,30,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Pedro Porro,DF,22,1,1,64,0.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Spain,Sergio Ramos,DF,35,2,1,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Diego Llorente,DF,28,1,1,45,0.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Spain,Rodrigo,"FW,MF",30,2,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Adama Traoré,"FW,MF",26,2,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Thiago Alcántara,MF,30,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Mikel Merino,MF,25,3,0,54,0.6,0,1,0,0,0,0,0,0,1.67,1.67,0,1.67,Matches
Spain,Raúl Albiol,DF,36,2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Mikel Oyarzabal,"FW,MF",24,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,Brais Méndez,"FW,MF",25,3,0,25,0.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Spain,Robert Sánchez,GK,24,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Spain,David de Gea,GK,31,0,0,,,,,,,,,,,,,,,Matches
Spain,Squad Total,,27,8,88,720,8,15,13,14,1,1,8,0,1.87,1.62,3.5,1.75,3.38,
Spain,Opponent Total,,27.7,8,88,720,8,5,2,4,1,1,14,1,0.62,0.25,0.87,0.5,0.75,
Switzerland,Yann Sommer,GK,33,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Switzerland,Remo Freuler,MF,29,7,7,600,6.7,1,0,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
Switzerland,Ricardo Rodríguez,DF,29,7,7,535,5.9,0,1,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
Switzerland,Nico Elvedi,DF,25,6,6,540,6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Switzerland,Silvan Widmer,"DF,MF",28,7,6,519,5.8,1,0,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
Switzerland,Manuel Akanji,DF,26,6,6,502,5.6,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Switzerland,Xherdan Shaqiri,MF,30,6,6,484,5.4,1,4,1,0,0,0,0,0.19,0.74,0.93,0.19,0.93,Matches
Switzerland,Denis Zakaria,MF,25,7,4,424,4.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Switzerland,Ruben Vargas,MF,23,7,4,399,4.4,1,0,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
Switzerland,Renato Steffen,"MF,FW",30,6,4,348,3.9,1,1,1,0,0,0,0,0.26,0.26,0.52,0.26,0.52,Matches
Switzerland,Haris Seferović,FW,29,4,4,335,3.7,1,0,1,0,1,0,0,0.27,0,0.27,0.27,0.27,Matches
Switzerland,Breel Embolo,FW,24,4,4,330,3.7,3,3,3,0,0,0,0,0.82,0.82,1.64,0.82,1.64,Matches
Switzerland,Steven Zuber,MF,30,6,4,324,3.6,2,0,2,0,0,0,0,0.56,0,0.56,0.56,0.56,Matches
Switzerland,Fabian Schär,DF,30,4,3,307,3.4,0,2,0,0,0,1,0,0,0.59,0.59,0,0.59,Matches
Switzerland,Kevin Mbabu,"DF,MF",26,3,3,260,2.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Switzerland,Fabian Frei,"MF,DF",33,4,3,251,2.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Switzerland,Granit Xhaka,MF,29,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Switzerland,Djibril Sow,MF,24,6,2,171,1.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Switzerland,Noah Okafor,"MF,FW",21,2,2,145,1.6,1,1,1,0,0,0,0,0.62,0.62,1.24,0.62,1.24,Matches
Switzerland,Christian Fassnacht,MF,28,4,1,114,1.3,1,0,1,0,0,0,0,0.79,0,0.79,0.79,0.79,Matches
Switzerland,Mario Gavranović,FW,32,4,1,113,1.3,1,1,1,0,0,0,0,0.8,0.8,1.59,0.8,1.59,Matches
Switzerland,Michel Aebischer,MF,25,3,1,96,1.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Switzerland,Ulisses Garcia,DF,26,3,0,95,1.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Switzerland,Andi Zeqiri,FW,22,4,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Switzerland,Edimilson Fernandes,MF,25,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Switzerland,Cedric Itten,"FW,MF",25,3,0,26,0.3,1,1,1,0,0,0,0,3.46,3.46,6.92,3.46,6.92,Matches
Switzerland,Kastriot Imeri,MF,21,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Switzerland,Admir Mehmedi,"FW,MF",30,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Switzerland,Jordan Lotomba,"DF,MF",23,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Switzerland,Squad Total,,28.4,8,88,720,8,15,14,15,0,1,13,0,1.87,1.75,3.62,1.87,3.62,
Switzerland,Opponent Total,,28.5,8,88,720,8,2,1,2,0,2,14,1,0.25,0.12,0.37,0.25,0.37,
Tunisia,Ali Maâloul,"DF,MF",32,8,8,720,8,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
Tunisia,Aïssa Laïdouni,MF,25,8,8,690,7.7,1,0,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
Tunisia,Farouk Ben Mustapha,GK,32,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Dylan Bronn,DF,26,6,6,540,6,1,0,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
Tunisia,Naïm Sliti,"FW,MF",29,6,6,477,5.3,0,2,0,0,0,0,0,0,0.38,0.38,0,0.38,Matches
Tunisia,Seifeddine Jaziri,FW,28,7,5,442,4.9,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
Tunisia,Yassine Meriah,DF,28,5,5,434,4.8,0,1,0,0,0,1,0,0,0.21,0.21,0,0.21,Matches
Tunisia,Wahbi Khazri,FW,30,6,5,410,4.6,3,1,1,2,3,2,0,0.66,0.22,0.88,0.22,0.44,Matches
Tunisia,Ferjani Sassi,MF,29,5,5,379,4.2,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Tunisia,Montassar Talbi,DF,23,6,4,378,4.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Ellyes Skhiri,MF,26,5,4,365,4.1,2,0,2,0,0,0,0,0.49,0,0.49,0.49,0.49,Matches
Tunisia,Mohamed Dräger,"DF,MF",25,3,3,246,2.7,1,0,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
Tunisia,Wajdi Kechrida,DF,26,3,3,225,2.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tunisia,Anis Ben Slimane,"MF,FW",20,6,2,269,3,1,0,1,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
Tunisia,Mohamed Ali Ben Romdhane,MF,22,7,2,262,2.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tunisia,Hamza Mathlouthi,DF,29,4,2,249,2.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tunisia,Youssef Msakni,"MF,FW",31,4,2,240,2.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Ghaylène Chaalali,MF,27,4,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Bechir Ben Saïd,GK,29,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tunisia,Nader Ghandri,DF,26,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tunisia,Fakhreddine Ben Youssef,FW,30,4,2,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Saîf-Eddine Khaoui,"MF,FW",26,3,2,95,1.1,0,1,0,0,0,0,0,0,0.95,0.95,0,0.95,Matches
Tunisia,Hamza Rafia,FW,22,4,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Saad Bguir,MF,27,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Taha Yassine Khenissi,FW,30,2,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Sebastian Tounekti,FW,19,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Mortadha Ben Ouannes,MF,27,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Bilel Ifa,DF,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Hannibal Mejbri,MF,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tunisia,Squad Total,,28.1,8,88,720,8,11,6,9,2,3,15,0,1.37,0.75,2.12,1.13,1.87,
Tunisia,Opponent Total,,26.1,8,88,720,8,2,0,2,0,1,15,1,0.25,0,0.25,0.25,0.25,
United States,Tyler Adams,MF,22,13,12,"1,019",11.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
United States,Antonee Robinson,DF,24,13,11,"1,062",11.8,2,3,2,0,0,0,0,0.17,0.25,0.42,0.17,0.42,Matches
United States,Miles Robinson,DF,24,11,11,962,10.7,0,0,0,0,0,3,1,0,0,0,0,0,Matches
United States,Yunus Musah,MF,19,10,10,732,8.1,0,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
United States,Walker Zimmerman,DF,28,10,9,815,9.1,1,1,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches
United States,Matt Turner,GK,27,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Ricardo Pepi,FW,19,10,8,641,7.1,3,1,3,0,0,0,0,0.42,0.14,0.56,0.42,0.56,Matches
United States,Timothy Weah,FW,21,9,8,581,6.5,1,1,1,0,0,2,0,0.15,0.15,0.31,0.15,0.31,Matches
United States,Brenden Aaronson,FW,21,11,7,654,7.3,2,1,2,0,0,0,0,0.28,0.14,0.41,0.28,0.41,Matches
United States,Weston McKennie,MF,23,7,7,623,6.9,2,0,2,0,0,2,0,0.29,0,0.29,0.29,0.29,Matches
United States,Christian Pulisic,FW,23,10,7,614,6.8,5,0,3,2,2,1,0,0.73,0,0.73,0.44,0.44,Matches
United States,Kellyn Acosta,MF,26,13,6,678,7.5,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
United States,Zack Steffen,GK,26,6,6,540,6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
United States,Sergiño Dest,DF,21,6,6,419,4.7,1,1,1,0,0,0,0,0.21,0.21,0.43,0.21,0.43,Matches
United States,DeAndre Yedlin,DF,28,9,5,502,5.6,0,1,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
United States,Chris Richards,DF,21,5,4,361,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Paul Arriola,FW,26,5,3,209,2.3,1,1,1,0,0,0,0,0.43,0.43,0.86,0.43,0.86,Matches
United States,Luca de la Torre,MF,23,4,2,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Sebastian Lletget,MF,29,4,2,230,2.6,1,0,1,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches
United States,Jesus Ferreira,FW,21,6,2,229,2.5,1,0,1,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches
United States,Shaquell Moore,DF,25,4,2,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Mark McKenzie,DF,22,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Gyasi Zardes,FW,30,5,2,179,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,George Bello,"MF,DF",20,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,John Brooks,DF,29,2,2,135,1.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
United States,Josh Sargent,FW,21,3,2,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Gio Reyna,"FW,MF",19,4,1,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Jordan Pefok,FW,25,3,1,140,1.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
United States,Jordan Morris,FW,27,6,1,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Gianluca Busio,MF,19,3,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Reggie Cannon,DF,23,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Tim Ream,DF,34,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,James Sands,MF,21,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Konrad De La Fuente,FW,20,2,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Cristian Roldan,"FW,MF",26,5,0,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Aaron Long,DF,29,2,0,37,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
United States,Matthew Hoppe,FW,20,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Erik Palmer-Brown,DF,24,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
United States,Ethan Horvath,GK,26,0,0,,,,,,,,,,,,,,,Matches
United States,Squad Total,,24.2,14,154,"1,260",14,20,12,18,2,2,15,1,1.43,0.86,2.29,1.29,2.14,
United States,Opponent Total,,28,14,154,"1,260",14,10,7,10,0,0,21,0,0.71,0.5,1.21,0.71,1.21,
Uruguay,Diego Godín,DF,35,17,17,"1,516",16.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Uruguay,Rodrigo Bentancur,MF,24,16,16,"1,223",13.6,1,0,1,0,0,6,0,0.07,0,0.07,0.07,0.07,Matches
Uruguay,Federico Valverde,MF,23,14,14,"1,229",13.7,2,0,2,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
Uruguay,José María Giménez,DF,27,13,13,"1,137",12.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Uruguay,Luis Suárez,FW,35,14,12,"1,106",12.3,8,0,3,5,5,1,0,0.65,0,0.65,0.24,0.24,Matches
Uruguay,Nahitan Nández,"DF,MF",26,13,11,914,10.2,0,2,0,0,0,3,0,0,0.2,0.2,0,0.2,Matches
Uruguay,Matías Vecino,MF,30,11,11,793,8.8,0,1,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
Uruguay,Fernando Muslera,GK,35,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Matías Viña,"DF,MF",24,11,10,826,9.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Martín Cáceres,DF,34,11,8,775,8.6,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Uruguay,Brian Rodríguez,"MF,FW",21,11,8,574,6.4,0,1,0,0,0,0,0,0,0.16,0.16,0,0.16,Matches
Uruguay,Ronald Araújo,DF,22,9,7,649,7.2,0,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
Uruguay,Giorgian De Arrascaeta,"MF,FW",27,8,7,548,6.1,5,0,4,1,1,0,0,0.82,0,0.82,0.66,0.66,Matches
Uruguay,Lucas Torreira,MF,25,11,6,602,6.7,0,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
Uruguay,Nicolás De La Cruz,MF,24,9,6,434,4.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Edinson Cavani,FW,34,9,5,466,5.2,2,0,2,0,0,1,1,0.39,0,0.39,0.39,0.39,Matches
Uruguay,Martín Campaña,GK,32,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Sebastián Coates,DF,31,4,4,360,4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Uruguay,Sergio Rochet,GK,28,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Darwin Núñez,FW,22,8,3,429,4.8,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches
Uruguay,Joaquín Piquerez,DF,23,7,3,336,3.7,0,1,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
Uruguay,Agustín Álvarez Martínez,FW,20,4,3,278,3.1,1,0,1,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
Uruguay,Mathías Olivera,DF,24,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Uruguay,Facundo Pellistri,MF,20,3,3,218,2.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Uruguay,Giovanni González,"MF,DF",27,5,2,252,2.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Uruguay,Facundo Torres,MF,21,5,2,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Jonathan Rodríguez,"MF,FW",28,8,2,235,2.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Uruguay,Maxi Gómez,FW,25,6,2,174,1.9,1,0,1,0,0,1,0,0.52,0,0.52,0.52,0.52,Matches
Uruguay,Agustín Oliveros,DF,23,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Diego Rossi,MF,23,1,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Mauro Arambarri,MF,26,10,0,184,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Damián Suárez,DF,33,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,David Terans,"FW,MF",27,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Agustín Canobbio,MF,23,2,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Manuel Ugarte Ribeiro,MF,20,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Fernando Gorriarán,MF,27,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Gastón Pereiro,"FW,MF",26,3,0,31,0.3,1,0,1,0,0,0,0,2.9,0,2.9,2.9,2.9,Matches
Uruguay,Federico Martínez,MF,25,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Gabriel Neves,MF,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uruguay,Squad Total,,28.2,18,198,"1,620",18,22,7,16,6,6,29,1,1.22,0.39,1.61,0.89,1.28,
Uruguay,Opponent Total,,28.5,18,198,"1,620",18,22,17,21,1,2,37,3,1.22,0.94,2.17,1.17,2.11,
Wales,Daniel James,"FW,MF",24,10,10,862,9.6,2,2,2,0,0,1,0,0.21,0.21,0.42,0.21,0.42,Matches
Wales,Joe Allen,MF,31,9,9,727,8.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Wales,Ethan Ampadu,"MF,DF",21,8,8,720,8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Wales,Joe Rodon,DF,24,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Danny Ward,GK,28,8,8,719,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Connor Roberts,"DF,MF",26,8,7,639,7.1,1,0,1,0,0,2,1,0.14,0,0.14,0.14,0.14,Matches
Wales,Neco Williams,"DF,MF",20,7,7,614,6.8,1,1,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
Wales,Chris Mepham,DF,24,8,7,592,6.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Gareth Bale,FW,32,7,7,569,6.3,5,4,3,2,2,0,0,0.79,0.63,1.42,0.47,1.11,Matches
Wales,Ben Davies,DF,28,6,6,540,6,1,2,1,0,0,0,0,0.17,0.33,0.5,0.17,0.5,Matches
Wales,Aaron Ramsey,MF,31,6,6,508,5.6,3,0,2,1,1,1,0,0.53,0,0.53,0.35,0.35,Matches
Wales,Harry Wilson,"MF,FW",24,8,6,476,5.3,1,3,1,0,0,2,0,0.19,0.57,0.76,0.19,0.76,Matches
Wales,Joe Morrell,MF,25,8,5,533,5.9,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Wales,Kieffer Moore,FW,29,6,4,381,4.2,2,0,2,0,0,3,0,0.47,0,0.47,0.47,0.47,Matches
Wales,James Lawrence,DF,29,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Wales,Chris Gunter,DF,32,4,3,247,2.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Wales,Wayne Hennessey,GK,35,3,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Brennan Johnson,FW,20,6,1,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Tyler Roberts,FW,23,4,1,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Sorba Thomas,DF,22,2,1,105,1.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Wales,Rubin Colwill,MF,19,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Jonny Williams,"FW,MF",28,3,0,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Mark Harris,FW,23,3,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Rhys Norrington-Davies,"DF,MF",22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Wales,Squad Total,,26.7,10,110,900,10,16,12,13,3,3,19,1,1.6,1.2,2.8,1.3,2.5,
Wales,Opponent Total,,27.7,10,110,900,10,9,6,7,2,2,21,1,0.9,0.6,1.5,0.7,1.3,
